cwe,relationship,target_cwe
CWE-1060: Excessive Number of Inefficient Server-Side Data Accesses,ChildOf,CWE-1120: Excessive Code Complexity
CWE-1060: Excessive Number of Inefficient Server-Side Data Accesses,MemberOf,CWE-1226: Complexity Issues
CWE-1061: Insufficient Encapsulation,ChildOf,CWE-710: Improper Adherence to Coding Standards
CWE-1061: Insufficient Encapsulation,ParentOf,CWE-766: Critical Data Element Declared Public
CWE-1061: Insufficient Encapsulation,ParentOf,CWE-1054: Invocation of a Control Element at an Unnecessarily Deep Horizontal Layer
CWE-1061: Insufficient Encapsulation,ParentOf,CWE-1057: Data Access Operations Outside of Expected Data Manager Component
CWE-1061: Insufficient Encapsulation,ParentOf,CWE-1062: Parent Class with References to Child Class
CWE-1061: Insufficient Encapsulation,ParentOf,CWE-1083: Data Access from Outside Expected Data Manager Component
CWE-1061: Insufficient Encapsulation,ParentOf,CWE-1090: Method Containing Access of a Member Element from Another Class
CWE-1061: Insufficient Encapsulation,ParentOf,CWE-1100: Insufficient Isolation of System-Dependent Functions
CWE-1061: Insufficient Encapsulation,ParentOf,CWE-1105: Insufficient Encapsulation of Machine-Dependent Functionality
CWE-1062: Parent Class with References to Child Class,ChildOf,CWE-1061: Insufficient Encapsulation
CWE-1062: Parent Class with References to Child Class,MemberOf,CWE-1227: Encapsulation Issues
CWE-1063: Creation of Class Instance within a Static Code Block,ChildOf,CWE-1176: Inefficient CPU Computation
CWE-1063: Creation of Class Instance within a Static Code Block,MemberOf,CWE-1006: Bad Coding Practices
CWE-1064: Invokable Control Element with Signature Containing an Excessive Number of Parameters,ChildOf,CWE-1120: Excessive Code Complexity
CWE-1064: Invokable Control Element with Signature Containing an Excessive Number of Parameters,MemberOf,CWE-1226: Complexity Issues
CWE-1065: Runtime Resource Management Control Element in a Component Built to Run on Application,ChildOf,CWE-710: Improper Adherence to Coding Standards
CWE-1065: Runtime Resource Management Control Element in a Component Built to Run on Application,MemberOf,CWE-1006: Bad Coding Practices
CWE-1066: Missing Serialization Control Element,ChildOf,CWE-710: Improper Adherence to Coding Standards
CWE-1066: Missing Serialization Control Element,MemberOf,CWE-1006: Bad Coding Practices
CWE-826: Premature Release of Resource During Expected Lifetime,ChildOf,CWE-666: Operation on Resource in Wrong Phase of Lifetime
CWE-826: Premature Release of Resource During Expected Lifetime,CanPrecede,CWE-672: Operation on a Resource after Expiration or Release
CWE-826: Premature Release of Resource During Expected Lifetime,MemberOf,CWE-399: Resource Management Errors
CWE-826: Premature Release of Resource During Expected Lifetime,MemberOf,CWE-840: Business Logic Errors
CWE-827: Improper Control of Document Type Definition,ChildOf,CWE-829: Inclusion of Functionality from Untrusted Control Sphere
CWE-827: Improper Control of Document Type Definition,ChildOf,CWE-706: Use of Incorrectly-Resolved Name or Reference
CWE-827: Improper Control of Document Type Definition,CanPrecede,CWE-776: Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion')
CWE-827: Improper Control of Document Type Definition,MemberOf,CWE-1011: Authorize Actors
CWE-828: Signal Handler with Functionality that is not Asynchronous-Safe,ChildOf,CWE-364: Signal Handler Race Condition
CWE-828: Signal Handler with Functionality that is not Asynchronous-Safe,ParentOf,CWE-479: Signal Handler Use of a Non-reentrant Function
CWE-829: Inclusion of Functionality from Untrusted Control Sphere,ChildOf,CWE-669: Incorrect Resource Transfer Between Spheres
CWE-829: Inclusion of Functionality from Untrusted Control Sphere,ParentOf,CWE-98: Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion')
CWE-829: Inclusion of Functionality from Untrusted Control Sphere,ParentOf,CWE-827: Improper Control of Document Type Definition
CWE-829: Inclusion of Functionality from Untrusted Control Sphere,ParentOf,CWE-830: Inclusion of Web Functionality from an Untrusted Source
CWE-829: Inclusion of Functionality from Untrusted Control Sphere,MemberOf,CWE-1214: Data Integrity Issues
CWE-829: Inclusion of Functionality from Untrusted Control Sphere,ChildOf,CWE-669: Incorrect Resource Transfer Between Spheres
CWE-829: Inclusion of Functionality from Untrusted Control Sphere,MemberOf,CWE-1016: Limit Exposure
CWE-830: Inclusion of Web Functionality from an Untrusted Source,ChildOf,CWE-829: Inclusion of Functionality from Untrusted Control Sphere
CWE-830: Inclusion of Web Functionality from an Untrusted Source,MemberOf,CWE-1016: Limit Exposure
CWE-831: Signal Handler Function Associated with Multiple Signals,ChildOf,CWE-364: Signal Handler Race Condition
CWE-832: Unlock of a Resource that is not Locked,ChildOf,CWE-667: Improper Locking
CWE-832: Unlock of a Resource that is not Locked,MemberOf,CWE-411: Resource Locking Problems
CWE-833: Deadlock,ChildOf,CWE-667: Improper Locking
CWE-833: Deadlock,MemberOf,CWE-411: Resource Locking Problems
CWE-833: Deadlock,ChildOf,CWE-662: Improper Synchronization
CWE-834: Excessive Iteration,ChildOf,CWE-691: Insufficient Control Flow Management
CWE-834: Excessive Iteration,ParentOf,CWE-674: Uncontrolled Recursion
CWE-834: Excessive Iteration,ParentOf,CWE-835: Loop with Unreachable Exit Condition ('Infinite Loop')
CWE-834: Excessive Iteration,ParentOf,"CWE-1322: Use of Blocking Code in Single-threaded, Non-blocking Context"
CWE-834: Excessive Iteration,CanFollow,CWE-606: Unchecked Input for Loop Condition
CWE-834: Excessive Iteration,CanFollow,CWE-1339: Insufficient Precision or Accuracy of a Real Number
CWE-834: Excessive Iteration,MemberOf,CWE-1003: Weaknesses for Simplified Mapping of Published Vulnerabilities
CWE-834: Excessive Iteration,ParentOf,CWE-835: Loop with Unreachable Exit Condition ('Infinite Loop')
CWE-835: Loop with Unreachable Exit Condition ('Infinite Loop'),ChildOf,CWE-834: Excessive Iteration
CWE-835: Loop with Unreachable Exit Condition ('Infinite Loop'),CanFollow,"CWE-1322: Use of Blocking Code in Single-threaded, Non-blocking Context"
CWE-835: Loop with Unreachable Exit Condition ('Infinite Loop'),MemberOf,CWE-438: Behavioral Problems
CWE-835: Loop with Unreachable Exit Condition ('Infinite Loop'),ChildOf,CWE-834: Excessive Iteration
CWE-836: Use of Password Hash Instead of Password for Authentication,ChildOf,CWE-1390: Weak Authentication
CWE-836: Use of Password Hash Instead of Password for Authentication,PeerOf,CWE-602: Client-Side Enforcement of Server-Side Security
CWE-836: Use of Password Hash Instead of Password for Authentication,MemberOf,CWE-1211: Authentication Errors
CWE-836: Use of Password Hash Instead of Password for Authentication,MemberOf,CWE-1010: Authenticate Actors
"CWE-837: Improper Enforcement of a Single, Unique Action",ChildOf,CWE-799: Improper Control of Interaction Frequency
"CWE-837: Improper Enforcement of a Single, Unique Action",MemberOf,CWE-438: Behavioral Problems
"CWE-837: Improper Enforcement of a Single, Unique Action",MemberOf,CWE-840: Business Logic Errors
CWE-838: Inappropriate Encoding for Output Context,ChildOf,CWE-116: Improper Encoding or Escaping of Output
CWE-838: Inappropriate Encoding for Output Context,MemberOf,CWE-137: Data Neutralization Issues
CWE-838: Inappropriate Encoding for Output Context,ChildOf,CWE-116: Improper Encoding or Escaping of Output
CWE-839: Numeric Range Comparison Without Minimum Check,ChildOf,CWE-1023: Incomplete Comparison with Missing Factors
CWE-839: Numeric Range Comparison Without Minimum Check,CanPrecede,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-839: Numeric Range Comparison Without Minimum Check,CanPrecede,CWE-124: Buffer Underwrite ('Buffer Underflow')
CWE-839: Numeric Range Comparison Without Minimum Check,CanPrecede,CWE-195: Signed to Unsigned Conversion Error
CWE-839: Numeric Range Comparison Without Minimum Check,CanPrecede,CWE-682: Incorrect Calculation
CWE-839: Numeric Range Comparison Without Minimum Check,MemberOf,CWE-189: Numeric Errors
CWE-841: Improper Enforcement of Behavioral Workflow,ChildOf,CWE-691: Insufficient Control Flow Management
CWE-841: Improper Enforcement of Behavioral Workflow,MemberOf,CWE-1217: User Session Errors
CWE-841: Improper Enforcement of Behavioral Workflow,MemberOf,CWE-438: Behavioral Problems
CWE-841: Improper Enforcement of Behavioral Workflow,MemberOf,CWE-840: Business Logic Errors
CWE-841: Improper Enforcement of Behavioral Workflow,MemberOf,CWE-1018: Manage User Sessions
CWE-842: Placement of User into Incorrect Group,ChildOf,CWE-286: Incorrect User Management
CWE-842: Placement of User into Incorrect Group,MemberOf,CWE-1212: Authorization Errors
CWE-843: Access of Resource Using Incompatible Type ('Type Confusion'),ChildOf,CWE-704: Incorrect Type Conversion or Cast
CWE-843: Access of Resource Using Incompatible Type ('Type Confusion'),PeerOf,CWE-1287: Improper Validation of Specified Type of Input
CWE-843: Access of Resource Using Incompatible Type ('Type Confusion'),CanPrecede,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-843: Access of Resource Using Incompatible Type ('Type Confusion'),MemberOf,CWE-136: Type Errors
CWE-843: Access of Resource Using Incompatible Type ('Type Confusion'),ChildOf,CWE-704: Incorrect Type Conversion or Cast
CWE-862: Missing Authorization,ChildOf,CWE-285: Improper Authorization
CWE-862: Missing Authorization,ParentOf,CWE-425: Direct Request ('Forced Browsing')
CWE-862: Missing Authorization,ParentOf,CWE-638: Not Using Complete Mediation
CWE-862: Missing Authorization,ParentOf,CWE-939: Improper Authorization in Handler for Custom URL Scheme
CWE-862: Missing Authorization,ParentOf,CWE-1314: Missing Write Protection for Parametric Data Values
CWE-862: Missing Authorization,MemberOf,CWE-1003: Weaknesses for Simplified Mapping of Published Vulnerabilities
CWE-862: Missing Authorization,ParentOf,CWE-425: Direct Request ('Forced Browsing')
CWE-862: Missing Authorization,MemberOf,CWE-1011: Authorize Actors
CWE-862: Missing Authorization,ChildOf,CWE-284: Improper Access Control
CWE-863: Incorrect Authorization,ChildOf,CWE-285: Improper Authorization
CWE-863: Incorrect Authorization,ParentOf,CWE-551: Incorrect Behavior Order: Authorization Before Parsing and Canonicalization
CWE-863: Incorrect Authorization,ParentOf,CWE-639: Authorization Bypass Through User-Controlled Key
CWE-863: Incorrect Authorization,ParentOf,CWE-647: Use of Non-Canonical URL Paths for Authorization Decisions
CWE-863: Incorrect Authorization,ParentOf,CWE-804: Guessable CAPTCHA
CWE-863: Incorrect Authorization,ParentOf,CWE-942: Permissive Cross-domain Policy with Untrusted Domains
CWE-863: Incorrect Authorization,ParentOf,CWE-1244: Internal Asset Exposed to Unsafe Debug Access Level or State
CWE-863: Incorrect Authorization,MemberOf,CWE-1003: Weaknesses for Simplified Mapping of Published Vulnerabilities
CWE-863: Incorrect Authorization,ParentOf,CWE-639: Authorization Bypass Through User-Controlled Key
CWE-863: Incorrect Authorization,MemberOf,CWE-1011: Authorize Actors
CWE-863: Incorrect Authorization,ChildOf,CWE-284: Improper Access Control
CWE-908: Use of Uninitialized Resource,ChildOf,CWE-665: Improper Initialization
CWE-908: Use of Uninitialized Resource,ParentOf,CWE-457: Use of Uninitialized Variable
CWE-908: Use of Uninitialized Resource,CanFollow,CWE-909: Missing Initialization of Resource
CWE-908: Use of Uninitialized Resource,MemberOf,CWE-399: Resource Management Errors
CWE-908: Use of Uninitialized Resource,ChildOf,CWE-665: Improper Initialization
CWE-909: Missing Initialization of Resource,ChildOf,CWE-665: Improper Initialization
CWE-909: Missing Initialization of Resource,ParentOf,CWE-456: Missing Initialization of a Variable
CWE-909: Missing Initialization of Resource,ParentOf,CWE-1271: Uninitialized Value on Reset for Registers Holding Security Settings
CWE-909: Missing Initialization of Resource,CanPrecede,CWE-908: Use of Uninitialized Resource
CWE-909: Missing Initialization of Resource,MemberOf,CWE-399: Resource Management Errors
CWE-909: Missing Initialization of Resource,ChildOf,CWE-665: Improper Initialization
CWE-910: Use of Expired File Descriptor,ChildOf,CWE-672: Operation on a Resource after Expiration or Release
CWE-910: Use of Expired File Descriptor,MemberOf,CWE-399: Resource Management Errors
CWE-911: Improper Update of Reference Count,ChildOf,CWE-664: Improper Control of a Resource Through its Lifetime
CWE-911: Improper Update of Reference Count,CanPrecede,CWE-672: Operation on a Resource after Expiration or Release
CWE-911: Improper Update of Reference Count,CanPrecede,CWE-772: Missing Release of Resource after Effective Lifetime
CWE-911: Improper Update of Reference Count,MemberOf,CWE-399: Resource Management Errors
CWE-912: Hidden Functionality,ChildOf,CWE-684: Incorrect Provision of Specified Functionality
CWE-912: Hidden Functionality,ParentOf,CWE-506: Embedded Malicious Code
CWE-913: Improper Control of Dynamically-Managed Code Resources,ChildOf,CWE-664: Improper Control of a Resource Through its Lifetime
CWE-913: Improper Control of Dynamically-Managed Code Resources,ParentOf,CWE-94: Improper Control of Generation of Code ('Code Injection')
CWE-913: Improper Control of Dynamically-Managed Code Resources,ParentOf,CWE-470: Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection')
CWE-913: Improper Control of Dynamically-Managed Code Resources,ParentOf,CWE-502: Deserialization of Untrusted Data
CWE-913: Improper Control of Dynamically-Managed Code Resources,ParentOf,CWE-914: Improper Control of Dynamically-Identified Variables
CWE-913: Improper Control of Dynamically-Managed Code Resources,ParentOf,CWE-915: Improperly Controlled Modification of Dynamically-Determined Object Attributes
CWE-913: Improper Control of Dynamically-Managed Code Resources,MemberOf,CWE-1003: Weaknesses for Simplified Mapping of Published Vulnerabilities
CWE-913: Improper Control of Dynamically-Managed Code Resources,ParentOf,CWE-470: Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection')
CWE-913: Improper Control of Dynamically-Managed Code Resources,ParentOf,CWE-502: Deserialization of Untrusted Data
CWE-913: Improper Control of Dynamically-Managed Code Resources,ParentOf,CWE-1321: Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')
CWE-914: Improper Control of Dynamically-Identified Variables,ChildOf,CWE-913: Improper Control of Dynamically-Managed Code Resources
CWE-914: Improper Control of Dynamically-Identified Variables,ChildOf,CWE-99: Improper Control of Resource Identifiers ('Resource Injection')
CWE-914: Improper Control of Dynamically-Identified Variables,ParentOf,CWE-621: Variable Extraction Error
CWE-914: Improper Control of Dynamically-Identified Variables,ParentOf,CWE-627: Dynamic Variable Evaluation
CWE-914: Improper Control of Dynamically-Identified Variables,MemberOf,CWE-399: Resource Management Errors
CWE-915: Improperly Controlled Modification of Dynamically-Determined Object Attributes,ChildOf,CWE-913: Improper Control of Dynamically-Managed Code Resources
